canonical_work_id,source_parliament,source_dataset,source_row_id,matched_dataset,matched_row_id,official_work_id,match_method,match_score,confidence_level,review_status
CW_000034,rajya_sabha,works recommended (2),561,works sanctioned (7),553,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000035,rajya_sabha,works recommended (2),581,works sanctioned (7),590,,fuzzy_multi_field,86.43,HIGH,auto_matched
CW_000036,rajya_sabha,works recommended (2),94,works sanctioned (7),48,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000037,rajya_sabha,works recommended (2),111,works sanctioned (7),78,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000038,rajya_sabha,works recommended (2),1229,works sanctioned (7),1400,,fuzzy_multi_field,86.23,HIGH,auto_matched
CW_000039,rajya_sabha,works recommended (2),1124,works sanctioned (7),1033,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000040,rajya_sabha,works recommended (2),122,works sanctioned (7),122,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000041,rajya_sabha,works recommended (2),229,works sanctioned (7),246,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000042,rajya_sabha,works recommended (2),1135,works sanctioned (7),1077,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000043,rajya_sabha,works recommended (2),1233,works sanctioned (7),1208,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000044,rajya_sabha,works recommended (2),1120,works sanctioned (7),964,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000045,rajya_sabha,works recommended (2),110,works sanctioned (7),16,,fuzzy_multi_field,90.88,HIGH,auto_matched
CW_000046,rajya_sabha,works recommended (2),1123,works sanctioned (7),971,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000005,rajya_sabha,works recommended (2),1140,works sanctioned (7),1001,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000047,rajya_sabha,works recommended (2),102,works sanctioned (7),114,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000048,rajya_sabha,works recommended (2),1115,works sanctioned (7),1069,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000049,rajya_sabha,works recommended (2),766,works sanctioned (7),757,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000050,rajya_sabha,works recommended (2),224,works sanctioned (7),218,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000051,rajya_sabha,works recommended (2),1103,works sanctioned (7),963,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000052,rajya_sabha,works recommended (2),1006,works sanctioned (7),1029,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000023,rajya_sabha,works recommended (2),13,works sanctioned (7),111,,fuzzy_multi_field,97.58,HIGH,auto_matched
CW_000053,rajya_sabha,works recommended (2),1472,works sanctioned (7),1472,,fuzzy_multi_field,98.67,HIGH,auto_matched
CW_000054,rajya_sabha,works recommended (2),1249,works sanctioned (7),1205,,fuzzy_multi_field,93.14,HIGH,auto_matched
CW_000055,rajya_sabha,works recommended (2),1011,works sanctioned (7),953,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000056,rajya_sabha,works recommended (2),1335,works sanctioned (7),1358,,fuzzy_multi_field,90.44,HIGH,auto_matched
CW_000057,rajya_sabha,works recommended (2),1005,works sanctioned (7),967,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000058,rajya_sabha,works recommended (2),1022,works sanctioned (7),997,,fuzzy_multi_field,87.76,HIGH,auto_matched
CW_000027,rajya_sabha,works recommended (2),1346,works sanctioned (7),1402,,fuzzy_multi_field,92.0,HIGH,auto_matched
CW_000059,rajya_sabha,works recommended (2),1127,works sanctioned (7),943,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000060,rajya_sabha,works recommended (2),997,works sanctioned (7),1065,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000061,rajya_sabha,works recommended (2),1111,works sanctioned (7),1029,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000062,rajya_sabha,works recommended (2),1128,works sanctioned (7),1059,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000063,rajya_sabha,works recommended (2),231,works sanctioned (7),222,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000064,rajya_sabha,works recommended (2),1342,works sanctioned (7),1308,,fuzzy_multi_field,96.67,HIGH,auto_matched
CW_000065,rajya_sabha,works recommended (2),985,works sanctioned (7),959,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000066,rajya_sabha,works recommended (2),1002,works sanctioned (7),989,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000067,rajya_sabha,works recommended (2),1309,works sanctioned (7),1364,,fuzzy_multi_field,92.48,HIGH,auto_matched
CW_000068,rajya_sabha,works recommended (2),1326,works sanctioned (7),1394,,fuzzy_multi_field,85.94,HIGH,auto_matched
CW_000069,rajya_sabha,works recommended (2),996,works sanctioned (7),1003,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000039,rajya_sabha,works recommended (2),1124,works sanctioned (7),965,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000070,rajya_sabha,works recommended (2),93,works sanctioned (7),46,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000045,rajya_sabha,works recommended (2),110,works sanctioned (7),76,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000071,rajya_sabha,works recommended (2),1102,works sanctioned (7),1065,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000072,rajya_sabha,works recommended (2),993,works sanctioned (7),1025,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000073,rajya_sabha,works recommended (2),1010,works sanctioned (7),1055,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000074,rajya_sabha,works recommended (2),328,works sanctioned (7),320,,fuzzy_multi_field,92.0,HIGH,auto_matched
CW_000075,rajya_sabha,works recommended (2),73,works sanctioned (7),38,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000076,rajya_sabha,works recommended (2),90,works sanctioned (7),68,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000077,rajya_sabha,works recommended (2),989,works sanctioned (7),931,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000078,rajya_sabha,works recommended (2),219,works sanctioned (7),280,,fuzzy_multi_field,92.34,HIGH,auto_matched
CW_000052,rajya_sabha,works recommended (2),1006,works sanctioned (7),961,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000079,rajya_sabha,works recommended (2),1114,works sanctioned (7),939,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000080,rajya_sabha,works recommended (2),990,works sanctioned (7),1047,,fuzzy_multi_field,99.07,HIGH,auto_matched
CW_000081,rajya_sabha,works recommended (2),984,works sanctioned (7),1061,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000082,rajya_sabha,works recommended (2),1312,works sanctioned (7),1402,,fuzzy_multi_field,93.68,HIGH,auto_matched
CW_000083,rajya_sabha,works recommended (2),312,works sanctioned (7),248,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000084,rajya_sabha,works recommended (2),1329,works sanctioned (7),1304,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000085,rajya_sabha,works recommended (2),1332,works sanctioned (7),1311,,fuzzy_multi_field,97.11,HIGH,auto_matched
CW_000086,rajya_sabha,works recommended (2),64,works sanctioned (7),74,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000087,rajya_sabha,works recommended (2),81,works sanctioned (7),104,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000088,rajya_sabha,works recommended (2),1094,works sanctioned (7),1059,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000089,rajya_sabha,works recommended (2),1320,works sanctioned (7),1205,,fuzzy_multi_field,85.46,HIGH,auto_matched
CW_000090,rajya_sabha,works recommended (2),968,works sanctioned (7),989,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000091,rajya_sabha,works recommended (2),1417,works sanctioned (7),1402,,fuzzy_multi_field,95.35,HIGH,auto_matched
CW_000069,rajya_sabha,works recommended (2),996,works sanctioned (7),935,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000092,rajya_sabha,works recommended (2),303,works sanctioned (7),284,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000093,rajya_sabha,works recommended (2),1377,works sanctioned (7),1309,,fuzzy_multi_field,85.38,HIGH,auto_matched
CW_000094,rajya_sabha,works recommended (2),1421,works sanctioned (7),1210,,fuzzy_multi_field,88.0,HIGH,auto_matched
CW_000095,rajya_sabha,works recommended (2),302,works sanctioned (7),222,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000096,rajya_sabha,works recommended (2),1106,works sanctioned (7),933,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000097,rajya_sabha,works recommended (2),1413,works sanctioned (7),1308,,fuzzy_multi_field,89.9,HIGH,auto_matched
CW_000098,rajya_sabha,works recommended (2),976,works sanctioned (7),1055,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000099,rajya_sabha,works recommended (2),1321,works sanctioned (7),1298,,fuzzy_multi_field,92.48,HIGH,auto_matched
CW_000100,rajya_sabha,works recommended (2),1098,works sanctioned (7),1031,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000089,rajya_sabha,works recommended (2),1320,works sanctioned (7),1369,,fuzzy_multi_field,91.65,HIGH,auto_matched
CW_000075,rajya_sabha,works recommended (2),73,works sanctioned (7),98,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000101,rajya_sabha,works recommended (2),282,works sanctioned (7),214,,fuzzy_multi_field,92.34,HIGH,auto_matched
CW_000102,rajya_sabha,works recommended (2),299,works sanctioned (7),244,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000103,rajya_sabha,works recommended (2),1080,works sanctioned (7),939,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000104,rajya_sabha,works recommended (2),1097,works sanctioned (7),969,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000105,rajya_sabha,works recommended (2),1404,works sanctioned (7),1344,,fuzzy_multi_field,89.69,HIGH,auto_matched
CW_000106,rajya_sabha,works recommended (2),956,works sanctioned (7),1047,,fuzzy_multi_field,99.07,HIGH,auto_matched
CW_000107,rajya_sabha,works recommended (2),72,works sanctioned (7),36,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000108,rajya_sabha,works recommended (2),973,works sanctioned (7),1077,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000109,rajya_sabha,works recommended (2),1064,works sanctioned (7),1025,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000110,rajya_sabha,works recommended (2),1081,works sanctioned (7),1055,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000111,rajya_sabha,works recommended (2),988,works sanctioned (7),929,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000082,rajya_sabha,works recommended (2),1312,works sanctioned (7),1334,,fuzzy_multi_field,88.63,HIGH,auto_matched
CW_000112,rajya_sabha,works recommended (2),1426,works sanctioned (7),1298,,fuzzy_multi_field,89.72,HIGH,auto_matched
CW_000113,rajya_sabha,works recommended (2),955,works sanctioned (7),985,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000114,rajya_sabha,works recommended (2),972,works sanctioned (7),1015,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000115,rajya_sabha,works recommended (2),47,works sanctioned (7),104,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000086,rajya_sabha,works recommended (2),64,works sanctioned (7),134,,fuzzy_multi_field,97.84,HIGH,auto_matched
CW_000116,rajya_sabha,works recommended (2),279,works sanctioned (7),236,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000117,rajya_sabha,works recommended (2),1077,works sanctioned (7),961,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000118,rajya_sabha,works recommended (2),290,works sanctioned (7),280,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000119,rajya_sabha,works recommended (2),1418,works sanctioned (7),1396,,fuzzy_multi_field,85.94,HIGH,auto_matched
CW_000120,rajya_sabha,works recommended (2),1088,works sanctioned (7),1005,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000090,rajya_sabha,works recommended (2),968,works sanctioned (7),921,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000121,rajya_sabha,works recommended (2),962,works sanctioned (7),935,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000122,rajya_sabha,works recommended (2),979,works sanctioned (7),965,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000123,rajya_sabha,works recommended (2),1093,works sanctioned (7),929,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000124,rajya_sabha,works recommended (2),44,works sanctioned (7),126,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000125,rajya_sabha,works recommended (2),946,works sanctioned (7),1021,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000126,rajya_sabha,works recommended (2),1420,works sanctioned (7),1341,,fuzzy_multi_field,88.07,HIGH,auto_matched
CW_000127,rajya_sabha,works recommended (2),287,works sanctioned (7),302,,fuzzy_multi_field,98.33,HIGH,auto_matched
CW_000128,rajya_sabha,works recommended (2),1085,works sanctioned (7),1027,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000129,rajya_sabha,works recommended (2),79,works sanctioned (7),15,,fuzzy_multi_field,97.58,HIGH,auto_matched
CW_000130,rajya_sabha,works recommended (2),1311,works sanctioned (7),1301,,fuzzy_multi_field,86.35,HIGH,auto_matched
CW_000131,rajya_sabha,works recommended (2),959,works sanctioned (7),957,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000132,rajya_sabha,works recommended (2),1073,works sanctioned (7),921,,fuzzy_multi_field,99.07,HIGH,auto_matched
CW_000133,rajya_sabha,works recommended (2),509,works sanctioned (7),482,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000134,rajya_sabha,works recommended (2),265,works sanctioned (7),244,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000135,rajya_sabha,works recommended (2),51,works sanctioned (7),130,,fuzzy_multi_field,97.84,HIGH,auto_matched
CW_000136,rajya_sabha,works recommended (2),967,works sanctioned (7),1023,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000137,rajya_sabha,works recommended (2),1392,works sanctioned (7),1298,,fuzzy_multi_field,94.06,HIGH,auto_matched
CW_000138,rajya_sabha,works recommended (2),1169,works sanctioned (7),1031,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000139,rajya_sabha,works recommended (2),30,works sanctioned (7),134,,fuzzy_multi_field,94.93,HIGH,auto_matched
CW_000140,rajya_sabha,works recommended (2),262,works sanctioned (7),266,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000116,rajya_sabha,works recommended (2),279,works sanctioned (7),296,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000141,rajya_sabha,works recommended (2),1283,works sanctioned (7),1258,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000142,rajya_sabha,works recommended (2),67,works sanctioned (7),73,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000143,rajya_sabha,works recommended (2),1168,works sanctioned (7),969,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000144,rajya_sabha,works recommended (2),34,works sanctioned (7),129,,fuzzy_multi_field,97.84,HIGH,auto_matched
CW_000145,rajya_sabha,works recommended (2),278,works sanctioned (7),234,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000146,rajya_sabha,works recommended (2),1059,works sanctioned (7),929,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000147,rajya_sabha,works recommended (2),1076,works sanctioned (7),959,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000148,rajya_sabha,works recommended (2),1383,works sanctioned (7),1334,,fuzzy_multi_field,90.91,HIGH,auto_matched
CW_000149,rajya_sabha,works recommended (2),1160,works sanctioned (7),1067,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000150,rajya_sabha,works recommended (2),1400,works sanctioned (7),1364,,fuzzy_multi_field,93.82,HIGH,auto_matched
CW_000151,rajya_sabha,works recommended (2),253,works sanctioned (7),302,,fuzzy_multi_field,98.33,HIGH,auto_matched
CW_000152,rajya_sabha,works recommended (2),1051,works sanctioned (7),1027,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000153,rajya_sabha,works recommended (2),1068,works sanctioned (7),1057,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000154,rajya_sabha,works recommended (2),1039,works sanctioned (7),921,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000155,rajya_sabha,works recommended (2),252,works sanctioned (7),240,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000131,rajya_sabha,works recommended (2),959,works sanctioned (7),1017,,fuzzy_multi_field,99.14,HIGH,auto_matched
CW_000156,rajya_sabha,works recommended (2),1056,works sanctioned (7),951,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000157,rajya_sabha,works recommended (2),1050,works sanctioned (7),965,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000158,rajya_sabha,works recommended (2),1164,works sanctioned (7),929,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000159,rajya_sabha,works recommended (2),1380,works sanctioned (7),1356,,fuzzy_multi_field,90.94,HIGH,auto_matched
CW_000160,rajya_sabha,works recommended (2),1185,works sanctioned (7),1163,,fuzzy_multi_field,92.45,HIGH,auto_matched
CW_000161,rajya_sabha,works recommended (2),492,works sanctioned (7),512,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000162,rajya_sabha,works recommended (2),958,works sanctioned (7),955,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000163,rajya_sabha,works recommended (2),1379,works sanctioned (7),1294,,fuzzy_multi_field,90.1,HIGH,auto_matched
CW_000164,rajya_sabha,works recommended (2),735,works sanctioned (7),688,,fuzzy_multi_field,86.55,HIGH,auto_matched
CW_000165,rajya_sabha,works recommended (2),1042,works sanctioned (7),1063,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000166,rajya_sabha,works recommended (2),1497,works sanctioned (7),1462,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000167,rajya_sabha,works recommended (2),1047,works sanctioned (7),987,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000168,rajya_sabha,works recommended (2),950,works sanctioned (7),1053,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000169,rajya_sabha,works recommended (2),1041,works sanctioned (7),1001,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000139,rajya_sabha,works recommended (2),30,works sanctioned (7),66,,fuzzy_multi_field,97.02,HIGH,auto_matched
CW_000155,rajya_sabha,works recommended (2),252,works sanctioned (7),8,,fuzzy_multi_field,92.34,HIGH,auto_matched
CW_000170,rajya_sabha,works recommended (2),33,works sanctioned (7),73,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000171,rajya_sabha,works recommended (2),256,works sanctioned (7),212,,fuzzy_multi_field,92.34,HIGH,auto_matched
CW_000172,rajya_sabha,works recommended (2),488,works sanctioned (7),472,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000173,rajya_sabha,works recommended (2),482,works sanctioned (7),486,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000174,rajya_sabha,works recommended (2),244,works sanctioned (7),234,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000175,rajya_sabha,works recommended (2),1055,works sanctioned (7),1053,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000176,rajya_sabha,works recommended (2),605,works sanctioned (7),578,,fuzzy_multi_field,88.84,HIGH,auto_matched
CW_000006,rajya_sabha,works recommended (2),1043,works sanctioned (7),947,,fuzzy_multi_field,99.14,HIGH,auto_matched
CW_000177,rajya_sabha,works recommended (2),135,works sanctioned (7),66,,fuzzy_multi_field,97.84,HIGH,auto_matched
CW_000178,rajya_sabha,works recommended (2),1034,works sanctioned (7),1057,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000179,rajya_sabha,works recommended (2),1148,works sanctioned (7),1021,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000180,rajya_sabha,works recommended (2),1165,works sanctioned (7),1051,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000181,rajya_sabha,works recommended (2),1370,works sanctioned (7),1359,,fuzzy_multi_field,88.0,HIGH,auto_matched
CW_000182,rajya_sabha,works recommended (2),1159,works sanctioned (7),1065,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000183,rajya_sabha,works recommended (2),479,works sanctioned (7),508,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000184,rajya_sabha,works recommended (2),1489,works sanctioned (7),1456,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000185,rajya_sabha,works recommended (2),235,works sanctioned (7),270,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000155,rajya_sabha,works recommended (2),252,works sanctioned (7),300,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000154,rajya_sabha,works recommended (2),1039,works sanctioned (7),981,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000186,rajya_sabha,works recommended (2),29,works sanctioned (7),33,,fuzzy_multi_field,97.58,HIGH,auto_matched
CW_000187,rajya_sabha,works recommended (2),46,works sanctioned (7),63,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000188,rajya_sabha,works recommended (2),1147,works sanctioned (7),959,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000189,rajya_sabha,works recommended (2),701,works sanctioned (7),688,,fuzzy_multi_field,93.48,HIGH,auto_matched
CW_000190,rajya_sabha,works recommended (2),21,works sanctioned (7),131,,fuzzy_multi_field,95.43,HIGH,auto_matched
CW_000191,rajya_sabha,works recommended (2),1139,works sanctioned (7),1057,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000163,rajya_sabha,works recommended (2),1379,works sanctioned (7),1354,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000192,rajya_sabha,works recommended (2),1463,works sanctioned (7),1462,,fuzzy_multi_field,98.67,HIGH,auto_matched
CW_000193,rajya_sabha,works recommended (2),912,works sanctioned (7),1245,,fuzzy_multi_field,87.17,HIGH,auto_matched
CW_000194,rajya_sabha,works recommended (2),1480,works sanctioned (7),1492,,fuzzy_multi_field,99.79,HIGH,auto_matched
CW_000195,rajya_sabha,works recommended (2),1013,works sanctioned (7),987,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000196,rajya_sabha,works recommended (2),1030,works sanctioned (7),1017,,fuzzy_multi_field,99.14,HIGH,auto_matched
CW_000197,rajya_sabha,works recommended (2),20,works sanctioned (7),69,,fuzzy_multi_field,97.02,HIGH,auto_matched
CW_000198,rajya_sabha,works recommended (2),1029,works sanctioned (7),955,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000199,rajya_sabha,works recommended (2),1136,works sanctioned (7),1079,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000200,rajya_sabha,works recommended (2),218,works sanctioned (7),8,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000201,rajya_sabha,works recommended (2),222,works sanctioned (7),212,,fuzzy_multi_field,92.34,HIGH,auto_matched
CW_000202,rajya_sabha,works recommended (2),239,works sanctioned (7),242,,fuzzy_multi_field,100.0,HIGH,auto_matched
CW_000171,rajya_sabha,works recommended (2),256,works sanctioned (7),272,,fuzzy_multi_field,100.0,HIGH,auto_matched
