canonical_work_id,source_parliament,source_dataset,source_row_id,matched_dataset,matched_row_id,official_work_id,match_method,match_score,confidence_level,review_status
CW_000002,lok_sabha,completed,135,expenditure,857,WS/MP18153/2025-2026/229090,fuzzy_multi_field,85.33,HIGH,auto_matched
CW_000002,lok_sabha,completed,135,expenditure,1081,WS/MP18153/2025-2026/205302,fuzzy_multi_field,85.34,HIGH,auto_matched
CW_000002,lok_sabha,completed,135,expenditure,1217,WS/MP18153/2025-2026/205305,fuzzy_multi_field,85.35,HIGH,auto_matched
CW_000002,lok_sabha,completed,135,expenditure,1215,WS/MP18153/2025-2026/205301,fuzzy_multi_field,85.33,HIGH,auto_matched
CW_000001,lok_sabha,completed,89,expenditure,1106,WS/MP18152/2026-2027/274264,fuzzy_multi_field,89.31,HIGH,auto_matched
CW_000002,lok_sabha,completed,135,expenditure,1214,WS/MP18153/2025-2026/212830,fuzzy_multi_field,85.34,HIGH,auto_matched
CW_000003,lok_sabha,completed,125,recommended,332,,exact_multi_field,98.0,HIGH,auto_matched
CW_000004,lok_sabha,completed,1085,recommended,1244,,exact_multi_field,98.0,HIGH,auto_matched
CW_000005,lok_sabha,completed,1092,recommended,1243,,exact_multi_field,98.0,HIGH,auto_matched
CW_000006,lok_sabha,completed,1076,recommended,1231,,exact_multi_field,98.0,HIGH,auto_matched
CW_000007,lok_sabha,completed,1183,recommended,514,,exact_multi_field,98.0,HIGH,auto_matched
CW_000008,lok_sabha,completed,213,recommended,971,,exact_multi_field,98.0,HIGH,auto_matched
CW_000009,lok_sabha,completed,1098,recommended,1233,,exact_multi_field,98.0,HIGH,auto_matched
CW_000010,lok_sabha,completed,1091,recommended,1235,,exact_multi_field,98.0,HIGH,auto_matched
CW_000011,lok_sabha,completed,1094,recommended,1242,,exact_multi_field,98.0,HIGH,auto_matched
CW_000012,lok_sabha,completed,178,recommended,909,,exact_multi_field,98.0,HIGH,auto_matched
CW_000013,lok_sabha,completed,1081,recommended,1238,,exact_multi_field,98.0,HIGH,auto_matched
CW_000014,lok_sabha,completed,1090,recommended,1232,,exact_multi_field,98.0,HIGH,auto_matched
CW_000015,lok_sabha,completed,531,recommended,1326,,exact_multi_field,98.0,HIGH,auto_matched
CW_000013,lok_sabha,completed,1081,recommended,1219,,exact_multi_field,98.0,HIGH,auto_matched
CW_000016,lok_sabha,completed,1189,recommended,515,,exact_multi_field,98.0,HIGH,auto_matched
CW_000017,lok_sabha,completed,1096,recommended,1242,,exact_multi_field,98.0,HIGH,auto_matched
CW_000018,lok_sabha,completed,1077,recommended,1234,,exact_multi_field,98.0,HIGH,auto_matched
CW_000019,lok_sabha,completed,63,recommended,783,,exact_multi_field,98.0,HIGH,auto_matched
CW_000020,lok_sabha,completed,241,recommended,1097,,exact_multi_field,98.0,HIGH,auto_matched
CW_000021,lok_sabha,completed,606,recommended,853,,exact_multi_field,98.0,HIGH,auto_matched
CW_000014,lok_sabha,completed,1090,recommended,1217,,exact_multi_field,98.0,HIGH,auto_matched
CW_000022,lok_sabha,completed,1083,recommended,1219,,exact_multi_field,98.0,HIGH,auto_matched
CW_000009,lok_sabha,completed,1098,recommended,1244,,exact_multi_field,98.0,HIGH,auto_matched
CW_000023,lok_sabha,completed,1099,recommended,1212,,exact_multi_field,98.0,HIGH,auto_matched
CW_000014,lok_sabha,completed,1090,recommended,1247,,exact_multi_field,98.0,HIGH,auto_matched
CW_000024,lok_sabha,completed,1075,recommended,1213,,exact_multi_field,98.0,HIGH,auto_matched
CW_000025,lok_sabha,completed,552,recommended,1345,,exact_multi_field,98.0,HIGH,auto_matched
CW_000026,lok_sabha,completed,1186,recommended,516,,exact_multi_field,98.0,HIGH,auto_matched
CW_000027,lok_sabha,completed,945,recommended,169,,exact_multi_field,98.0,HIGH,auto_matched
CW_000005,lok_sabha,completed,1092,recommended,1247,,exact_multi_field,98.0,HIGH,auto_matched
CW_000024,lok_sabha,completed,1075,recommended,1247,,exact_multi_field,98.0,HIGH,auto_matched
CW_000028,lok_sabha,completed,1084,recommended,1241,,exact_multi_field,98.0,HIGH,auto_matched
CW_000029,lok_sabha,completed,1188,recommended,516,,exact_multi_field,98.0,HIGH,auto_matched
CW_000030,lok_sabha,completed,1192,recommended,1353,,exact_multi_field,98.0,HIGH,auto_matched
CW_000031,lok_sabha,completed,548,recommended,1339,,exact_multi_field,98.0,HIGH,auto_matched
CW_000032,lok_sabha,completed,540,recommended,1333,,exact_multi_field,98.0,HIGH,auto_matched
CW_000033,lok_sabha,completed,989,recommended,1306,,exact_multi_field,98.0,HIGH,auto_matched
CW_000034,lok_sabha,completed,1093,recommended,1214,,exact_multi_field,98.0,HIGH,auto_matched
CW_000035,lok_sabha,completed,348,recommended,795,,exact_multi_field,98.0,HIGH,auto_matched
CW_000036,lok_sabha,completed,1097,recommended,1235,,exact_multi_field,98.0,HIGH,auto_matched
CW_000034,lok_sabha,completed,1093,recommended,1244,,exact_multi_field,98.0,HIGH,auto_matched
CW_000006,lok_sabha,completed,1076,recommended,1244,,exact_multi_field,98.0,HIGH,auto_matched
CW_000036,lok_sabha,completed,1097,recommended,1216,,exact_multi_field,98.0,HIGH,auto_matched
CW_000036,lok_sabha,completed,1097,recommended,1246,,exact_multi_field,98.0,HIGH,auto_matched
CW_000037,lok_sabha,completed,39,recommended,1161,,exact_multi_field,98.0,HIGH,auto_matched
CW_000038,lok_sabha,completed,107,recommended,398,,exact_multi_field,98.0,HIGH,auto_matched
CW_000018,lok_sabha,completed,1077,recommended,1238,,exact_multi_field,98.0,HIGH,auto_matched
CW_000039,lok_sabha,completed,226,recommended,974,,exact_multi_field,98.0,HIGH,auto_matched
CW_000040,lok_sabha,completed,1128,recommended,1370,,exact_multi_field,98.0,HIGH,auto_matched
CW_000006,lok_sabha,completed,1076,recommended,1206,,exact_multi_field,98.0,HIGH,auto_matched
CW_000041,lok_sabha,completed,150,recommended,213,,exact_multi_field,98.0,HIGH,auto_matched
CW_000010,lok_sabha,completed,1091,recommended,1229,,exact_multi_field,98.0,HIGH,auto_matched
CW_000042,lok_sabha,completed,326,recommended,215,,exact_multi_field,98.0,HIGH,auto_matched
CW_000043,lok_sabha,completed,1082,recommended,1245,,exact_multi_field,98.0,HIGH,auto_matched
CW_000044,lok_sabha,completed,48,recommended,561,,exact_multi_field,98.0,HIGH,auto_matched
CW_000013,lok_sabha,completed,1081,recommended,1213,,exact_multi_field,98.0,HIGH,auto_matched
CW_000045,lok_sabha,completed,1078,recommended,1235,,exact_multi_field,98.0,HIGH,auto_matched
CW_000016,lok_sabha,completed,1189,recommended,509,,exact_multi_field,98.0,HIGH,auto_matched
CW_000013,lok_sabha,completed,1081,recommended,1243,,exact_multi_field,98.0,HIGH,auto_matched
CW_000046,lok_sabha,completed,555,recommended,1348,,exact_multi_field,98.0,HIGH,auto_matched
CW_000017,lok_sabha,completed,1096,recommended,1217,,exact_multi_field,98.0,HIGH,auto_matched
CW_000022,lok_sabha,completed,1083,recommended,1232,,exact_multi_field,98.0,HIGH,auto_matched
CW_000028,lok_sabha,completed,1084,recommended,1245,,exact_multi_field,98.0,HIGH,auto_matched
CW_000047,lok_sabha,completed,1302,recommended,1355,,exact_multi_field,98.0,HIGH,auto_matched
CW_000048,lok_sabha,completed,1095,recommended,1240,,exact_multi_field,98.0,HIGH,auto_matched
CW_000022,lok_sabha,completed,1083,recommended,1213,,exact_multi_field,98.0,HIGH,auto_matched
CW_000049,lok_sabha,completed,245,recommended,989,,exact_multi_field,98.0,HIGH,auto_matched
CW_000050,lok_sabha,completed,1191,recommended,509,,exact_multi_field,98.0,HIGH,auto_matched
CW_000022,lok_sabha,completed,1083,recommended,1243,,exact_multi_field,98.0,HIGH,auto_matched
CW_000051,lok_sabha,completed,504,recommended,824,,exact_multi_field,98.0,HIGH,auto_matched
CW_000052,lok_sabha,completed,220,recommended,904,,exact_multi_field,98.0,HIGH,auto_matched
CW_000009,lok_sabha,completed,1098,recommended,1246,,exact_multi_field,98.0,HIGH,auto_matched
CW_000053,lok_sabha,completed,34,recommended,1460,,exact_multi_field,98.0,HIGH,auto_matched
CW_000054,lok_sabha,completed,55,recommended,762,,exact_multi_field,98.0,HIGH,auto_matched
CW_000007,lok_sabha,completed,1183,recommended,512,,exact_multi_field,98.0,HIGH,auto_matched
CW_000055,lok_sabha,completed,663,recommended,1310,,exact_multi_field,98.0,HIGH,auto_matched
CW_000056,lok_sabha,completed,59,recommended,763,,exact_multi_field,98.0,HIGH,auto_matched
CW_000057,lok_sabha,completed,1187,recommended,514,,exact_multi_field,98.0,HIGH,auto_matched
CW_000010,lok_sabha,completed,1091,recommended,1233,,exact_multi_field,98.0,HIGH,auto_matched
CW_000058,lok_sabha,completed,990,recommended,1307,,exact_multi_field,98.0,HIGH,auto_matched
CW_000059,lok_sabha,completed,252,recommended,996,,exact_multi_field,98.0,HIGH,auto_matched
CW_000010,lok_sabha,completed,1091,recommended,1214,,exact_multi_field,98.0,HIGH,auto_matched
CW_000014,lok_sabha,completed,1090,recommended,1230,,exact_multi_field,98.0,HIGH,auto_matched
CW_000004,lok_sabha,completed,1085,recommended,1238,,exact_multi_field,98.0,HIGH,auto_matched
CW_000011,lok_sabha,completed,1094,recommended,1232,,exact_multi_field,98.0,HIGH,auto_matched
CW_000013,lok_sabha,completed,1081,recommended,1247,,exact_multi_field,98.0,HIGH,auto_matched
CW_000014,lok_sabha,completed,1090,recommended,1241,,exact_multi_field,98.0,HIGH,auto_matched
CW_000018,lok_sabha,completed,1077,recommended,1232,,exact_multi_field,98.0,HIGH,auto_matched
CW_000060,lok_sabha,completed,314,recommended,459,,exact_multi_field,98.0,HIGH,auto_matched
CW_000061,lok_sabha,completed,497,recommended,647,,exact_multi_field,98.0,HIGH,auto_matched
CW_000018,lok_sabha,completed,1077,recommended,1213,,exact_multi_field,98.0,HIGH,auto_matched
CW_000048,lok_sabha,completed,1095,recommended,1238,,exact_multi_field,98.0,HIGH,auto_matched
CW_000062,lok_sabha,completed,484,recommended,826,,exact_multi_field,98.0,HIGH,auto_matched
CW_000023,lok_sabha,completed,1099,recommended,1210,,exact_multi_field,98.0,HIGH,auto_matched
CW_000048,lok_sabha,completed,1095,recommended,1219,,exact_multi_field,98.0,HIGH,auto_matched
CW_000017,lok_sabha,completed,1096,recommended,1232,,exact_multi_field,98.0,HIGH,auto_matched
CW_000022,lok_sabha,completed,1083,recommended,1247,,exact_multi_field,98.0,HIGH,auto_matched
CW_000063,lok_sabha,completed,1079,recommended,1232,,exact_multi_field,98.0,HIGH,auto_matched
CW_000009,lok_sabha,completed,1098,recommended,1231,,exact_multi_field,98.0,HIGH,auto_matched
CW_000064,lok_sabha,completed,1048,recommended,1146,,exact_multi_field,98.0,HIGH,auto_matched
CW_000048,lok_sabha,completed,1095,recommended,1234,,exact_multi_field,98.0,HIGH,auto_matched
CW_000036,lok_sabha,completed,1097,recommended,1229,,exact_multi_field,98.0,HIGH,auto_matched
CW_000065,lok_sabha,completed,1440,recommended,665,,exact_multi_field,98.0,HIGH,auto_matched
CW_000066,lok_sabha,completed,18,recommended,14,,exact_multi_field,98.0,HIGH,auto_matched
CW_000005,lok_sabha,completed,1092,recommended,1237,,exact_multi_field,98.0,HIGH,auto_matched
CW_000067,lok_sabha,completed,228,recommended,983,,exact_multi_field,98.0,HIGH,auto_matched
CW_000068,lok_sabha,completed,1074,recommended,1224,,exact_multi_field,98.0,HIGH,auto_matched
CW_000024,lok_sabha,completed,1075,recommended,1237,,exact_multi_field,98.0,HIGH,auto_matched
CW_000001,lok_sabha,completed,95,recommended,1157,,exact_multi_field,98.0,HIGH,auto_matched
CW_000069,lok_sabha,completed,19,recommended,0,,exact_multi_field,98.0,HIGH,auto_matched
CW_000036,lok_sabha,completed,1097,recommended,1214,,exact_multi_field,98.0,HIGH,auto_matched
CW_000070,lok_sabha,completed,227,recommended,975,,exact_multi_field,98.0,HIGH,auto_matched
CW_000011,lok_sabha,completed,1094,recommended,1236,,exact_multi_field,98.0,HIGH,auto_matched
CW_000014,lok_sabha,completed,1090,recommended,1245,,exact_multi_field,98.0,HIGH,auto_matched
CW_000036,lok_sabha,completed,1097,recommended,1244,,exact_multi_field,98.0,HIGH,auto_matched
CW_000018,lok_sabha,completed,1077,recommended,1236,,exact_multi_field,98.0,HIGH,auto_matched
CW_000071,lok_sabha,completed,524,recommended,134,,exact_multi_field,98.0,HIGH,auto_matched
CW_000001,lok_sabha,completed,97,recommended,1157,,exact_multi_field,98.0,HIGH,auto_matched
CW_000034,lok_sabha,completed,1093,recommended,1234,,exact_multi_field,98.0,HIGH,auto_matched
CW_000018,lok_sabha,completed,1077,recommended,1217,,exact_multi_field,98.0,HIGH,auto_matched
CW_000006,lok_sabha,completed,1076,recommended,1234,,exact_multi_field,98.0,HIGH,auto_matched
CW_000007,lok_sabha,completed,1183,recommended,517,,exact_multi_field,98.0,HIGH,auto_matched
CW_000072,lok_sabha,completed,500,recommended,823,,exact_multi_field,98.0,HIGH,auto_matched
CW_000002,lok_sabha,completed,135,recommended,341,,exact_multi_field,98.0,HIGH,auto_matched
CW_000063,lok_sabha,completed,1079,recommended,1236,,exact_multi_field,98.0,HIGH,auto_matched
CW_000073,lok_sabha,completed,249,recommended,993,,exact_multi_field,98.0,HIGH,auto_matched
CW_000074,lok_sabha,completed,127,recommended,335,,exact_multi_field,98.0,HIGH,auto_matched
CW_000063,lok_sabha,completed,1079,recommended,1217,,exact_multi_field,98.0,HIGH,auto_matched
CW_000045,lok_sabha,completed,1078,recommended,1233,,exact_multi_field,98.0,HIGH,auto_matched
CW_000075,lok_sabha,completed,57,recommended,766,,exact_multi_field,98.0,HIGH,auto_matched
CW_000013,lok_sabha,completed,1081,recommended,1241,,exact_multi_field,98.0,HIGH,auto_matched
CW_000076,lok_sabha,completed,81,recommended,222,,exact_multi_field,98.0,HIGH,auto_matched
CW_000045,lok_sabha,completed,1078,recommended,1214,,exact_multi_field,98.0,HIGH,auto_matched
CW_000077,lok_sabha,completed,574,recommended,184,,exact_multi_field,98.0,HIGH,auto_matched
CW_000043,lok_sabha,completed,1082,recommended,1235,,exact_multi_field,98.0,HIGH,auto_matched
CW_000026,lok_sabha,completed,1186,recommended,510,,exact_multi_field,98.0,HIGH,auto_matched
CW_000045,lok_sabha,completed,1078,recommended,1244,,exact_multi_field,98.0,HIGH,auto_matched
CW_000078,lok_sabha,completed,523,recommended,135,,exact_multi_field,98.0,HIGH,auto_matched
CW_000022,lok_sabha,completed,1083,recommended,1241,,exact_multi_field,98.0,HIGH,auto_matched
CW_000079,lok_sabha,completed,217,recommended,973,,exact_multi_field,98.0,HIGH,auto_matched
CW_000029,lok_sabha,completed,1188,recommended,510,,exact_multi_field,98.0,HIGH,auto_matched
CW_000080,lok_sabha,completed,0,recommended,15,,exact_multi_field,98.0,HIGH,auto_matched
CW_000081,lok_sabha,completed,1049,recommended,1143,,exact_multi_field,98.0,HIGH,auto_matched
CW_000082,lok_sabha,completed,549,recommended,1340,,exact_multi_field,98.0,HIGH,auto_matched
CW_000083,lok_sabha,completed,256,recommended,1000,,exact_multi_field,98.0,HIGH,auto_matched
CW_000084,lok_sabha,completed,543,recommended,1334,,exact_multi_field,98.0,HIGH,auto_matched
CW_000085,lok_sabha,completed,672,recommended,468,,exact_multi_field,98.0,HIGH,auto_matched
CW_000086,lok_sabha,completed,1182,recommended,515,,exact_multi_field,98.0,HIGH,auto_matched
CW_000009,lok_sabha,completed,1098,recommended,1206,,exact_multi_field,98.0,HIGH,auto_matched
CW_000034,lok_sabha,completed,1093,recommended,1238,,exact_multi_field,98.0,HIGH,auto_matched
CW_000006,lok_sabha,completed,1076,recommended,1238,,exact_multi_field,98.0,HIGH,auto_matched
CW_000057,lok_sabha,completed,1187,recommended,512,,exact_multi_field,98.0,HIGH,auto_matched
CW_000087,lok_sabha,completed,1246,recommended,1041,,exact_multi_field,98.0,HIGH,auto_matched
CW_000004,lok_sabha,completed,1085,recommended,1232,,exact_multi_field,98.0,HIGH,auto_matched
CW_000088,lok_sabha,completed,1184,recommended,515,,exact_multi_field,98.0,HIGH,auto_matched
CW_000010,lok_sabha,completed,1091,recommended,1242,,exact_multi_field,98.0,HIGH,auto_matched
CW_000089,lok_sabha,completed,46,recommended,768,,exact_multi_field,98.0,HIGH,auto_matched
CW_000090,lok_sabha,completed,82,recommended,203,,exact_multi_field,98.0,HIGH,auto_matched
CW_000091,lok_sabha,completed,123,recommended,1036,,exact_multi_field,98.0,HIGH,auto_matched
CW_000011,lok_sabha,completed,1094,recommended,1230,,exact_multi_field,98.0,HIGH,auto_matched
CW_000014,lok_sabha,completed,1090,recommended,1239,,exact_multi_field,98.0,HIGH,auto_matched
CW_000004,lok_sabha,completed,1085,recommended,1217,,exact_multi_field,98.0,HIGH,auto_matched
CW_000004,lok_sabha,completed,1085,recommended,1247,,exact_multi_field,98.0,HIGH,auto_matched
CW_000011,lok_sabha,completed,1094,recommended,1241,,exact_multi_field,98.0,HIGH,auto_matched
CW_000092,lok_sabha,completed,1185,recommended,512,,exact_multi_field,98.0,HIGH,auto_matched
CW_000048,lok_sabha,completed,1095,recommended,1217,,exact_multi_field,98.0,HIGH,auto_matched
CW_000017,lok_sabha,completed,1096,recommended,1230,,exact_multi_field,98.0,HIGH,auto_matched
CW_000063,lok_sabha,completed,1079,recommended,1230,,exact_multi_field,98.0,HIGH,auto_matched
CW_000093,lok_sabha,completed,1038,recommended,1224,,exact_multi_field,98.0,HIGH,auto_matched
CW_000063,lok_sabha,completed,1079,recommended,1241,,exact_multi_field,98.0,HIGH,auto_matched
CW_000094,lok_sabha,completed,9,recommended,92,,exact_multi_field,98.0,HIGH,auto_matched
CW_000095,lok_sabha,completed,279,recommended,299,,exact_multi_field,98.0,HIGH,auto_matched
CW_000096,lok_sabha,completed,152,recommended,216,,exact_multi_field,98.0,HIGH,auto_matched
CW_000009,lok_sabha,completed,1098,recommended,1240,,exact_multi_field,98.0,HIGH,auto_matched
CW_000097,lok_sabha,completed,592,recommended,1323,,exact_multi_field,98.0,HIGH,auto_matched
CW_000098,lok_sabha,completed,243,recommended,987,,exact_multi_field,98.0,HIGH,auto_matched
CW_000005,lok_sabha,completed,1092,recommended,1235,,exact_multi_field,98.0,HIGH,auto_matched
CW_000024,lok_sabha,completed,1075,recommended,1235,,exact_multi_field,98.0,HIGH,auto_matched
CW_000028,lok_sabha,completed,1084,recommended,1229,,exact_multi_field,98.0,HIGH,auto_matched
CW_000005,lok_sabha,completed,1092,recommended,1216,,exact_multi_field,98.0,HIGH,auto_matched
CW_000099,lok_sabha,completed,1017,recommended,669,,exact_multi_field,98.0,HIGH,auto_matched
CW_000024,lok_sabha,completed,1075,recommended,1216,,exact_multi_field,98.0,HIGH,auto_matched
CW_000100,lok_sabha,completed,281,recommended,299,,exact_multi_field,98.0,HIGH,auto_matched
CW_000024,lok_sabha,completed,1075,recommended,1246,,exact_multi_field,98.0,HIGH,auto_matched
CW_000101,lok_sabha,completed,1469,recommended,224,,exact_multi_field,98.0,HIGH,auto_matched
CW_000001,lok_sabha,completed,99,recommended,1157,,exact_multi_field,98.0,HIGH,auto_matched
CW_000102,lok_sabha,completed,13,recommended,84,,exact_multi_field,98.0,HIGH,auto_matched
CW_000103,lok_sabha,completed,253,recommended,997,,exact_multi_field,98.0,HIGH,auto_matched
CW_000086,lok_sabha,completed,1182,recommended,509,,exact_multi_field,98.0,HIGH,auto_matched
CW_000104,lok_sabha,completed,315,recommended,461,,exact_multi_field,98.0,HIGH,auto_matched
CW_000105,lok_sabha,completed,247,recommended,991,,exact_multi_field,98.0,HIGH,auto_matched
CW_000034,lok_sabha,completed,1093,recommended,1232,,exact_multi_field,98.0,HIGH,auto_matched
CW_000011,lok_sabha,completed,1094,recommended,1245,,exact_multi_field,98.0,HIGH,auto_matched
CW_000006,lok_sabha,completed,1076,recommended,1232,,exact_multi_field,98.0,HIGH,auto_matched
CW_000018,lok_sabha,completed,1077,recommended,1245,,exact_multi_field,98.0,HIGH,auto_matched
CW_000106,lok_sabha,completed,679,recommended,673,,exact_multi_field,98.0,HIGH,auto_matched
CW_000034,lok_sabha,completed,1093,recommended,1213,,exact_multi_field,98.0,HIGH,auto_matched
CW_000001,lok_sabha,completed,101,recommended,1157,,exact_multi_field,98.0,HIGH,auto_matched
CW_000107,lok_sabha,completed,572,recommended,182,,exact_multi_field,98.0,HIGH,auto_matched
CW_000006,lok_sabha,completed,1076,recommended,1213,,exact_multi_field,98.0,HIGH,auto_matched
CW_000088,lok_sabha,completed,1184,recommended,509,,exact_multi_field,98.0,HIGH,auto_matched
CW_000006,lok_sabha,completed,1076,recommended,1243,,exact_multi_field,98.0,HIGH,auto_matched
CW_000108,lok_sabha,completed,582,recommended,1311,,exact_multi_field,98.0,HIGH,auto_matched
CW_000010,lok_sabha,completed,1091,recommended,1236,,exact_multi_field,98.0,HIGH,auto_matched
CW_000023,lok_sabha,completed,1099,recommended,1223,,exact_multi_field,98.0,HIGH,auto_matched
CW_000048,lok_sabha,completed,1095,recommended,1232,,exact_multi_field,98.0,HIGH,auto_matched
CW_000017,lok_sabha,completed,1096,recommended,1245,,exact_multi_field,98.0,HIGH,auto_matched
CW_000010,lok_sabha,completed,1091,recommended,1217,,exact_multi_field,98.0,HIGH,auto_matched
CW_000063,lok_sabha,completed,1079,recommended,1245,,exact_multi_field,98.0,HIGH,auto_matched
CW_000109,lok_sabha,completed,71,recommended,1163,,exact_multi_field,98.0,HIGH,auto_matched
CW_000043,lok_sabha,completed,1082,recommended,1233,,exact_multi_field,98.0,HIGH,auto_matched
CW_000045,lok_sabha,completed,1078,recommended,1242,,exact_multi_field,98.0,HIGH,auto_matched
CW_000004,lok_sabha,completed,1085,recommended,1241,,exact_multi_field,98.0,HIGH,auto_matched
CW_000110,lok_sabha,completed,282,recommended,98,,exact_multi_field,98.0,HIGH,auto_matched
CW_000111,lok_sabha,completed,547,recommended,1338,,exact_multi_field,98.0,HIGH,auto_matched
CW_000043,lok_sabha,completed,1082,recommended,1214,,exact_multi_field,98.0,HIGH,auto_matched
CW_000048,lok_sabha,completed,1095,recommended,1247,,exact_multi_field,98.0,HIGH,auto_matched
CW_000112,lok_sabha,completed,140,recommended,204,,exact_multi_field,98.0,HIGH,auto_matched
CW_000028,lok_sabha,completed,1084,recommended,1233,,exact_multi_field,98.0,HIGH,auto_matched
CW_000050,lok_sabha,completed,1191,recommended,516,,exact_multi_field,98.0,HIGH,auto_matched
CW_000028,lok_sabha,completed,1084,recommended,1214,,exact_multi_field,98.0,HIGH,auto_matched
CW_000022,lok_sabha,completed,1083,recommended,1231,,exact_multi_field,98.0,HIGH,auto_matched
CW_000113,lok_sabha,completed,280,recommended,300,,exact_multi_field,98.0,HIGH,auto_matched
CW_000114,lok_sabha,completed,8,recommended,90,,exact_multi_field,98.0,HIGH,auto_matched
CW_000009,lok_sabha,completed,1098,recommended,1234,,exact_multi_field,98.0,HIGH,auto_matched
CW_000115,lok_sabha,completed,72,recommended,1165,,exact_multi_field,98.0,HIGH,auto_matched
CW_000009,lok_sabha,completed,1098,recommended,1215,,exact_multi_field,98.0,HIGH,auto_matched
CW_000005,lok_sabha,completed,1092,recommended,1229,,exact_multi_field,98.0,HIGH,auto_matched
CW_000036,lok_sabha,completed,1097,recommended,1238,,exact_multi_field,98.0,HIGH,auto_matched
CW_000116,lok_sabha,completed,112,recommended,1021,,exact_multi_field,98.0,HIGH,auto_matched
CW_000117,lok_sabha,completed,1436,recommended,519,,exact_multi_field,98.0,HIGH,auto_matched
CW_000006,lok_sabha,completed,1076,recommended,1247,,exact_multi_field,98.0,HIGH,auto_matched
CW_000010,lok_sabha,completed,1091,recommended,1240,,exact_multi_field,98.0,HIGH,auto_matched
CW_000007,lok_sabha,completed,1183,recommended,511,,exact_multi_field,98.0,HIGH,auto_matched
CW_000118,lok_sabha,completed,536,recommended,1330,,exact_multi_field,98.0,HIGH,auto_matched
CW_000014,lok_sabha,completed,1090,recommended,1218,,exact_multi_field,98.0,HIGH,auto_matched
CW_000119,lok_sabha,completed,61,recommended,770,,exact_multi_field,98.0,HIGH,auto_matched
CW_000004,lok_sabha,completed,1085,recommended,1245,,exact_multi_field,98.0,HIGH,auto_matched
CW_000011,lok_sabha,completed,1094,recommended,1239,,exact_multi_field,98.0,HIGH,auto_matched
CW_000120,lok_sabha,completed,588,recommended,1322,,exact_multi_field,98.0,HIGH,auto_matched
CW_000121,lok_sabha,completed,1072,recommended,444,,exact_multi_field,98.0,HIGH,auto_matched
CW_000122,lok_sabha,completed,578,recommended,188,,exact_multi_field,98.0,HIGH,auto_matched
CW_000018,lok_sabha,completed,1077,recommended,1239,,exact_multi_field,98.0,HIGH,auto_matched
CW_000013,lok_sabha,completed,1081,recommended,1235,,exact_multi_field,98.0,HIGH,auto_matched
CW_000092,lok_sabha,completed,1185,recommended,510,,exact_multi_field,98.0,HIGH,auto_matched
CW_000014,lok_sabha,completed,1090,recommended,1229,,exact_multi_field,98.0,HIGH,auto_matched
CW_000016,lok_sabha,completed,1189,recommended,512,,exact_multi_field,98.0,HIGH,auto_matched
CW_000123,lok_sabha,completed,28,recommended,1427,,exact_multi_field,98.0,HIGH,auto_matched
CW_000017,lok_sabha,completed,1096,recommended,1239,,exact_multi_field,98.0,HIGH,auto_matched
